rel. 1/cm	CCD cts
 6.01906E+02	 6.12000E+02
 6.02268E+02	 6.11800E+02
 6.02630E+02	 6.11600E+02
 6.02993E+02	 6.10400E+02
 6.03355E+02	 6.09400E+02
 6.03717E+02	 6.11000E+02
 6.04079E+02	 6.10600E+02
 6.04441E+02	 6.10200E+02
 6.04803E+02	 6.10200E+02
 6.05165E+02	 6.11200E+02
 6.05527E+02	 6.11400E+02
 6.05888E+02	 6.10000E+02
 6.06250E+02	 6.10800E+02
 6.06612E+02	 6.11200E+02
 6.06974E+02	 6.10600E+02
 6.07336E+02	 6.09200E+02
 6.07698E+02	 6.09800E+02
 6.08059E+02	 6.10800E+02
 6.08421E+02	 6.10000E+02
 6.08783E+02	 6.10000E+02
 6.09145E+02	 6.10000E+02
 6.09506E+02	 6.10600E+02
 6.09868E+02	 6.08400E+02
 6.10230E+02	 6.11400E+02
 6.10591E+02	 6.09000E+02
 6.10953E+02	 6.11600E+02
 6.11314E+02	 6.09600E+02
 6.11676E+02	 6.11600E+02
 6.12037E+02	 6.09000E+02
 6.12399E+02	 6.10800E+02
 6.12760E+02	 6.10400E+02
 6.13122E+02	 6.11200E+02
 6.13483E+02	 6.10600E+02
 6.13844E+02	 6.11200E+02
 6.14206E+02	 6.13400E+02
 6.14567E+02	 6.10600E+02
 6.14928E+02	 6.10000E+02
 6.15290E+02	 6.09800E+02
 6.15651E+02	 6.10600E+02
 6.16012E+02	 6.11800E+02
 6.16373E+02	 6.09200E+02
 6.16735E+02	 6.10200E+02
 6.17096E+02	 6.10200E+02
 6.17457E+02	 6.09600E+02
 6.17818E+02	 6.10000E+02
 6.18179E+02	 6.09400E+02
 6.18540E+02	 6.10600E+02
 6.18901E+02	 6.09600E+02
 6.19262E+02	 6.08400E+02
 6.19623E+02	 6.10000E+02
 6.19984E+02	 6.11400E+02
 6.20345E+02	 6.11800E+02
