 ,Area,StdDev,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
312,0.0006,0,0.1021,2.7865,1.7079,0.0225,0.0382,0.0386,0.0210,88.6807,0.7663,0.0388,1242,777,79.9920,0.0225,1.8368,0.5444,0.8690
313,0.0009,0,0.1119,2.0629,1.7191,0.0315,0.0337,0.0365,0.0331,75.2185,0.9526,0.0400,918,777,38.1572,0.0315,1.1032,0.9065,0.9616
314,0.0010,0,0.1204,0.3124,1.7213,0.0315,0.0360,0.0380,0.0349,85.3613,0.9025,0.0432,140,781,51.3402,0.0315,1.0889,0.9184,0.9649
315,0.0006,0,0.0889,2.4157,1.7326,0.0202,0.0315,0.0333,0.0222,91.2038,0.9236,0.0334,1076,771,109.6538,0.0202,1.4967,0.6681,0.9623
316,0.0006,0,0.0995,1.2629,1.7348,0.0225,0.0382,0.0392,0.0193,101.6341,0.7561,0.0398,564,772,106.3895,0.0212,2.0277,0.4932,0.8708
317,0.0009,0,0.1201,1.1371,1.7371,0.0247,0.0427,0.0447,0.0257,83.2316,0.7872,0.0455,508,792,69.7751,0.0247,1.7392,0.5750,0.9372
318,0.0010,0,0.1209,1.6157,1.7393,0.0292,0.0382,0.0407,0.0302,89.7038,0.8293,0.0432,721,791,62.1027,0.0292,1.3463,0.7428,0.9227
319,0.0010,0,0.1315,1.7685,1.7393,0.0315,0.0472,0.0465,0.0286,73.3486,0.7594,0.0505,791,795,69.1455,0.0315,1.6280,0.6143,0.8922
320,0.0011,0,0.1289,0.4854,1.7438,0.0360,0.0427,0.0427,0.0340,87.6017,0.8633,0.0448,222,795,72.4744,0.0357,1.2548,0.7969,0.9095
321,0.0011,0,0.1254,1.2067,1.7461,0.0270,0.0449,0.0475,0.0291,91.0983,0.8678,0.0463,541,777,104.0362,0.0270,1.6334,0.6122,0.9598
322,0.0027,0,0.2113,1.5191,1.7461,0.0360,0.0787,0.0850,0.0398,89.3371,0.7474,0.0818,679,812,74.0546,0.0360,2.1345,0.4685,0.9732
323,0.0010,0,0.1220,3.2652,1.7528,0.0360,0.0360,0.0396,0.0320,63.5297,0.8401,0.0432,1454,795,51.3402,0.0341,1.2380,0.8078,0.9163
324,0.0036,0,0.2319,0.7753,1.7618,0.0629,0.0629,0.0681,0.0676,102.8759,0.8446,0.0827,346,812,42.7974,0.0629,1.0060,0.9940,0.9663
325,0.0018,0,0.1738,2.1573,1.7663,0.0337,0.0629,0.0656,0.0342,91.6445,0.7329,0.0639,962,814,79.8753,0.0337,1.9163,0.5218,0.9233
326,0.0007,0,0.0939,0.1416,1.7798,0.0247,0.0315,0.0331,0.0259,100.7739,0.9566,0.0343,65,792,121.6075,0.0247,1.2791,0.7818,0.9568
327,0.0006,0,0.0926,3.1663,1.7798,0.0315,0.0247,0.0319,0.0254,166.7182,0.9322,0.0352,1409,793,153.4349,0.0247,1.2542,0.7973,0.9333
328,0.0010,0,0.1183,2.6360,1.7910,0.0315,0.0382,0.0404,0.0317,108.2946,0.9029,0.0436,1175,797,124.5085,0.0315,1.2739,0.7850,0.9365
329,0.0032,0,0.2441,1.8966,1.7933,0.0404,0.0854,0.0960,0.0425,88.1211,0.6752,0.0935,845,836,65.8978,0.0404,2.2601,0.4425,0.9577
330,0.0006,0,0.0881,2.5146,1.8090,0.0292,0.0247,0.0313,0.0241,157.7117,0.9562,0.0332,1119,807,151.6992,0.0247,1.2982,0.7703,0.9323
331,0.0032,0,0.2330,0.7730,1.8270,0.0652,0.0607,0.0697,0.0586,35.8420,0.7421,0.0842,345,839,43.9191,0.0607,1.1896,0.8406,0.9223
332,0.0007,0,0.1003,2.8607,1.8360,0.0270,0.0337,0.0343,0.0255,67.4121,0.8581,0.0369,1274,830,52.4314,0.0269,1.3465,0.7427,0.9158
333,0.0010,0,0.1214,1.4944,1.8382,0.0315,0.0382,0.0408,0.0309,79.0124,0.8434,0.0436,667,835,55.4915,0.0315,1.3191,0.7581,0.9180
334,0.0006,0,0.0939,1.2989,1.8404,0.0247,0.0292,0.0319,0.0238,92.1117,0.8487,0.0332,579,819,118.3008,0.0247,1.3411,0.7457,0.9077
335,0.0021,0,0.2074,2.4000,1.8427,0.0292,0.0764,0.0851,0.0314,88.8361,0.6138,0.0803,1069,854,72.0721,0.0292,2.7090,0.3691,0.9541
336,0.0020,0,0.1830,3.3663,1.8427,0.0382,0.0607,0.0649,0.0397,85.0922,0.7595,0.0686,1499,847,58.3925,0.0382,1.6335,0.6122,0.9218
337,0.0008,0,0.1066,2.6629,1.8449,0.0247,0.0382,0.0373,0.0260,85.2729,0.8426,0.0388,1190,838,79.9920,0.0247,1.4320,0.6983,0.9264
338,0.0014,0,0.1492,0.3258,1.8472,0.0315,0.0517,0.0565,0.0326,86.4871,0.8184,0.0564,146,845,66.5014,0.0315,1.7314,0.5776,0.9519
339,0.0016,0,0.1593,1.3708,1.8472,0.0337,0.0562,0.0603,0.0329,80.4829,0.7731,0.0613,611,847,61.5571,0.0337,1.8317,0.5459,0.9464
340,0.0008,0,0.1074,2.5483,1.8517,0.0270,0.0360,0.0380,0.0262,85.0098,0.8525,0.0393,1135,839,59.0362,0.0270,1.4518,0.6888,0.9172
341,0.0007,0,0.1066,2.3101,1.8629,0.0315,0.0315,0.0378,0.0240,36.2967,0.7868,0.0414,1028,842,40.6013,0.0251,1.5759,0.6345,0.8924
342,0.0015,0,0.1579,1.7618,1.8674,0.0292,0.0584,0.0609,0.0308,84.8533,0.7428,0.0611,787,857,72.8973,0.0292,1.9756,0.5062,0.9435
343,0.0015,0,0.1675,2.0180,1.8787,0.0315,0.0629,0.0663,0.0295,82.7895,0.6878,0.0649,901,864,75.9638,0.0304,2.2492,0.4446,0.9034
344,0.0019,0,0.1672,0.9663,1.8899,0.0382,0.0539,0.0596,0.0402,87.6015,0.8471,0.0613,432,865,61.5571,0.0382,1.4807,0.6753,0.9638
345,0.0011,0,0.1265,1.5708,1.8899,0.0382,0.0382,0.0418,0.0325,134.2096,0.8370,0.0468,700,841,125.2176,0.0352,1.2855,0.7779,0.9056
346,0.0006,0,0.0918,0.7146,1.8944,0.0292,0.0292,0.0297,0.0273,124.8040,0.9479,0.0322,321,843,114.7751,0.0289,1.0906,0.9169,0.9164
347,0.0009,0,0.1169,2.9326,1.9011,0.0270,0.0404,0.0421,0.0271,85.8804,0.8213,0.0426,1307,864,71.5651,0.0270,1.5549,0.6431,0.9219
348,0.0015,0,0.1579,0.4764,1.9169,0.0315,0.0607,0.0616,0.0315,80.6346,0.7682,0.0618,215,880,70.9065,0.0315,1.9538,0.5118,0.9408
349,0.0007,0,0.0990,2.0764,1.9258,0.0270,0.0337,0.0356,0.0246,107.3505,0.8811,0.0372,926,857,115.0169,0.0260,1.4507,0.6893,0.9097
350,0.0007,0,0.1059,2.6787,1.9371,0.0292,0.0360,0.0346,0.0264,72.7836,0.8039,0.0371,1194,878,75.9638,0.0283,1.3133,0.7614,0.8659
351,0.0010,0,0.1183,0.7101,1.9416,0.0315,0.0360,0.0389,0.0329,98.4640,0.9029,0.0424,318,864,122.0054,0.0315,1.1799,0.8475,0.9544
352,0.0021,0,0.1836,0.1843,1.9461,0.0382,0.0629,0.0682,0.0389,91.0286,0.7757,0.0664,86,866,113.9625,0.0382,1.7539,0.5702,0.9342
353,0.0007,0,0.0992,0.9101,1.9483,0.0292,0.0270,0.0318,0.0287,27.9892,0.9158,0.0366,405,879,42.5104,0.0270,1.1058,0.9043,0.9660
354,0.0006,0,0.0945,2.6180,1.9551,0.0247,0.0337,0.0342,0.0222,101.0919,0.8389,0.0344,1170,870,101.3099,0.0247,1.5388,0.6499,0.8839
355,0.0009,0,0.1106,2.7730,1.9596,0.0292,0.0360,0.0386,0.0297,80.2594,0.9236,0.0405,1237,888,56.3099,0.0292,1.2996,0.7694,0.9468
356,0.0006,0,0.0966,0.0270,1.9618,0.0225,0.0337,0.0362,0.0227,88.3530,0.8711,0.0363,13,888,68.1986,0.0225,1.5921,0.6281,0.9377
357,0.0036,0,0.2497,1.2449,1.9618,0.0472,0.0876,0.0955,0.0475,88.7942,0.7176,0.0927,556,911,67.1663,0.0472,2.0106,0.4974,0.9210
358,0.0016,0,0.1682,2.1798,1.9618,0.0315,0.0629,0.0674,0.0302,87.7058,0.7106,0.0654,974,901,74.0546,0.0315,2.2283,0.4488,0.9175
359,0.0007,0,0.0926,3.0764,1.9618,0.0315,0.0247,0.0326,0.0258,175.2562,0.9692,0.0342,1369,876,156.8014,0.0247,1.2614,0.7928,0.9458
360,0.0028,0,0.2053,3.2742,1.9618,0.0472,0.0697,0.0740,0.0480,96.6153,0.8327,0.0726,1461,873,111.8014,0.0472,1.5420,0.6485,0.9429
361,0.0006,0,0.0952,0.9551,1.9663,0.0225,0.0315,0.0332,0.0244,84.9053,0.8814,0.0352,427,889,63.4349,0.0225,1.3644,0.7329,0.9545
362,0.0008,0,0.1069,0.9101,1.9775,0.0292,0.0315,0.0343,0.0306,92.5144,0.9057,0.0383,406,893,49.7636,0.0292,1.1220,0.8912,0.9560
363,0.0007,0,0.1183,0.5753,1.9910,0.0202,0.0472,0.0497,0.0178,83.8139,0.6261,0.0491,257,907,74.0546,0.0194,2.7870,0.3588,0.8707
364,0.0013,0,0.1413,1.7910,1.9910,0.0315,0.0494,0.0514,0.0325,91.2838,0.8266,0.0513,799,887,113.1986,0.0315,1.5790,0.6333,0.9220
365,0.0013,0,0.1497,2.8562,1.9910,0.0292,0.0562,0.0578,0.0297,83.0082,0.7558,0.0584,1271,910,67.3801,0.0292,1.9464,0.5138,0.9287
366,0.0018,0,0.1664,2.9483,1.9933,0.0449,0.0472,0.0534,0.0437,67.1180,0.8321,0.0593,1314,908,52.6961,0.0449,1.2205,0.8193,0.9590
367,0.0009,0,0.1093,0.8764,2.0135,0.0292,0.0360,0.0358,0.0309,89.2833,0.9141,0.0383,391,910,49.7636,0.0292,1.1595,0.8624,0.9373
368,0.0012,0,0.1349,3.0629,2.0202,0.0315,0.0472,0.0487,0.0310,78.9213,0.8192,0.0502,1365,919,63.4349,0.0315,1.5718,0.6362,0.9234
369,0.0023,0,0.1889,0.1191,2.0225,0.0427,0.0607,0.0668,0.0440,86.2118,0.8131,0.0686,55,926,58.3925,0.0427,1.5183,0.6586,0.9491
370,0.0006,0,0.0984,2.4809,2.0247,0.0270,0.0315,0.0307,0.0257,75.6242,0.8057,0.0352,1108,901,116.5651,0.0270,1.1950,0.8368,0.9077
371,0.0013,0,0.1521,0.3034,2.0292,0.0292,0.0584,0.0611,0.0281,89.3805,0.7321,0.0595,140,929,79.1145,0.0290,2.1769,0.4594,0.9144
372,0.0007,0,0.0966,1.6270,2.0292,0.0292,0.0270,0.0312,0.0276,8.9782,0.9120,0.0351,725,914,39.8056,0.0270,1.1326,0.8830,0.9404
373,0.0005,0,0.0881,0.5933,2.0562,0.0225,0.0315,0.0323,0.0207,83.8870,0.8499,0.0334,265,929,70.3462,0.0213,1.5589,0.6415,0.9004
374,0.0007,0,0.1024,0.0674,2.0607,0.0315,0.0270,0.0325,0.0287,30.3317,0.8780,0.0369,31,929,37.5686,0.0270,1.1328,0.8828,0.9446
375,0.0010,0,0.1164,1.5303,2.0607,0.0360,0.0315,0.0379,0.0339,175.9405,0.9367,0.0405,682,919,146.3099,0.0315,1.1189,0.8937,0.9639
376,0.0005,0,0.0868,1.2989,2.0629,0.0292,0.0247,0.0313,0.0216,143.3383,0.8843,0.0343,578,919,148.3925,0.0238,1.4506,0.6894,0.9130
377,0.0006,0,0.0945,1.4562,2.0742,0.0270,0.0292,0.0309,0.0256,75.2708,0.8745,0.0337,650,936,53.1301,0.0270,1.2057,0.8294,0.8978
378,0.0057,0,0.3558,2.5079,2.0764,0.0697,0.1258,0.1294,0.0558,79.2582,0.5635,0.1397,1118,980,64.2593,0.0651,2.3172,0.4316,0.8180
379,0.0007,0,0.0997,3.3393,2.0831,0.0270,0.0315,0.0311,0.0277,107.5375,0.8548,0.0369,1487,928,127.5686,0.0270,1.1228,0.8907,0.9116
380,0.0006,0,0.0987,0.0697,2.0899,0.0292,0.0247,0.0314,0.0254,1.7857,0.8086,0.0366,32,930,137.4896,0.0247,1.2333,0.8108,0.9323
381,0.0005,0,0.0918,2.2404,2.0921,0.0292,0.0292,0.0327,0.0208,52.9791,0.7975,0.0343,997,942,31.6075,0.0245,1.5725,0.6359,0.8379
382,0.0015,0,0.1619,2.8337,2.0921,0.0292,0.0607,0.0654,0.0294,86.2977,0.7240,0.0627,1264,958,75.4655,0.0292,2.2281,0.4488,0.9373
383,0.0008,0,0.1003,2.6966,2.1034,0.0292,0.0315,0.0326,0.0296,84.3875,0.9464,0.0343,1203,937,121.6075,0.0292,1.1020,0.9074,0.9434
384,0.0010,0,0.1156,1.2360,2.1101,0.0337,0.0360,0.0400,0.0318,55.7035,0.9397,0.0432,552,955,51.3402,0.0337,1.2552,0.7967,0.9474
385,0.0030,0,0.2325,1.6337,2.1101,0.0360,0.0876,0.0964,0.0390,89.0629,0.6868,0.0910,728,978,69.7751,0.0360,2.4693,0.4050,0.9622
386,0.0007,0,0.0960,0.0697,2.1146,0.0292,0.0247,0.0318,0.0271,167.0007,0.9223,0.0355,31,942,145.3048,0.0247,1.1755,0.8507,0.9710
387,0.0007,0,0.0952,3.3371,2.1146,0.0270,0.0292,0.0313,0.0265,74.5332,0.9024,0.0343,1487,954,58.3925,0.0269,1.1848,0.8440,0.9247
388,0.0011,0,0.1235,3.2247,2.1191,0.0360,0.0337,0.0389,0.0352,21.3551,0.8858,0.0446,1436,958,40.9144,0.0337,1.1032,0.9064,0.9573
389,0.0016,0,0.1598,3.0562,2.1371,0.0360,0.0562,0.0589,0.0339,90.8555,0.7728,0.0583,1364,951,105.6422,0.0358,1.7359,0.5761,0.9094
390,0.0007,0,0.0977,2.9708,2.1416,0.0337,0.0270,0.0327,0.0270,16.1484,0.9117,0.0349,1322,959,14.9314,0.0270,1.2112,0.8256,0.9320
391,0.0008,0,0.1151,1.8899,2.1461,0.0247,0.0427,0.0449,0.0241,90.2214,0.8049,0.0448,842,974,72.4744,0.0243,1.8632,0.5367,0.9130
392,0.0020,0,0.1881,2.1303,2.1483,0.0337,0.0674,0.0726,0.0343,83.3849,0.6942,0.0735,949,986,66.5713,0.0337,2.1200,0.4717,0.9370
393,0.0013,0,0.1338,3.2247,2.1551,0.0360,0.0382,0.0419,0.0390,65.8988,0.8999,0.0478,1435,974,41.1859,0.0360,1.0752,0.9300,0.9788
394,0.0009,0,0.1143,2.8742,2.1618,0.0360,0.0337,0.0423,0.0270,43.6682,0.8644,0.0449,1279,976,36.8699,0.0302,1.5661,0.6385,0.9223
395,0.0010,0,0.1228,2.3011,2.1640,0.0270,0.0449,0.0469,0.0272,89.9545,0.8338,0.0463,1029,983,75.9638,0.0270,1.7268,0.5791,0.9318
396,0.0007,0,0.0990,1.2674,2.1663,0.0292,0.0315,0.0339,0.0265,58.8169,0.9070,0.0366,565,977,42.5104,0.0282,1.2788,0.7820,0.9121
397,0.0010,0,0.1169,0.6742,2.1708,0.0292,0.0404,0.0410,0.0297,92.9540,0.8769,0.0426,304,966,108.4349,0.0292,1.3814,0.7239,0.9380
398,0.0012,0,0.1349,0.2787,2.1933,0.0315,0.0472,0.0489,0.0321,83.4130,0.8505,0.0513,127,997,66.8014,0.0315,1.5214,0.6573,0.9367
399,0.0028,0,0.2126,0.0674,2.1978,0.0382,0.0764,0.0842,0.0418,89.0121,0.7676,0.0810,34,1012,70.5600,0.0382,2.0161,0.4960,0.9742
400,0.0007,0,0.0952,1.1101,2.2022,0.0270,0.0292,0.0327,0.0264,61.2489,0.9373,0.0366,494,993,42.5104,0.0270,1.2378,0.8079,0.9537
401,0.0005,0,0.0844,2.5775,2.2135,0.0202,0.0292,0.0305,0.0217,81.9102,0.9177,0.0322,1149,998,65.2249,0.0202,1.4038,0.7124,0.9493
402,0.0040,0,0.2595,1.8157,2.2157,0.0517,0.0854,0.0940,0.0542,89.3715,0.7476,0.0945,809,1023,61.6070,0.0517,1.7330,0.5770,0.9457
403,0.0006,0,0.0881,0.7124,2.2202,0.0270,0.0270,0.0302,0.0234,46.9472,0.8990,0.0334,318,999,42.2737,0.0254,1.2906,0.7748,0.9205
404,0.0008,0,0.1119,2.3888,2.2225,0.0247,0.0404,0.0435,0.0236,87.5455,0.8108,0.0434,1065,1007,68.7495,0.0247,1.8416,0.5430,0.9143
405,0.0008,0,0.1048,3.3910,2.2247,0.0292,0.0337,0.0350,0.0290,76.9732,0.9132,0.0374,1510,1004,57.2648,0.0292,1.2081,0.8278,0.9322
406,0.0005,0,0.0818,1.1618,2.2382,0.0270,0.0225,0.0270,0.0238,16.4385,0.9492,0.0302,519,1006,41.9872,0.0225,1.1359,0.8804,0.9346
407,0.0015,0,0.1463,3.1865,2.2382,0.0360,0.0517,0.0521,0.0372,85.1865,0.8922,0.0540,1422,1019,73.0725,0.0360,1.4003,0.7141,0.9480
408,0.0025,0,0.2257,2.9551,2.2449,0.0584,0.0539,0.0597,0.0535,13.3277,0.6193,0.0719,1315,1021,38.6598,0.0539,1.1158,0.8962,0.8674
409,0.0013,0,0.1331,1.0404,2.2539,0.0337,0.0427,0.0460,0.0348,81.9622,0.8924,0.0482,465,1022,62.2415,0.0337,1.3230,0.7559,0.9504
410,0.0012,0,0.1293,1.3730,2.2539,0.0292,0.0427,0.0470,0.0319,81.8424,0.8839,0.0505,612,1022,57.7244,0.0292,1.4742,0.6783,0.9852
411,0.0006,0,0.0913,1.5685,2.2629,0.0337,0.0225,0.0355,0.0199,17.9350,0.8375,0.0363,698,1015,21.8014,0.0220,1.7867,0.5597,0.9167
412,0.0008,0,0.1125,0.4966,2.2719,0.0382,0.0270,0.0410,0.0249,15.4073,0.7979,0.0432,221,1022,27.8973,0.0270,1.6429,0.6087,0.9060
413,0.0010,0,0.1465,0.0494,2.2831,0.0629,0.0180,0.0667,0.0196,179.4542,0.5998,0.0636,22,1018,171.8699,0.0180,3.4088,0.2934,0.9621
